scenario,ta,rec_rate,corr_bl,cov_bl,exp_bl,Ne,Ne_est,Nreps,seed
DivergenceMigration2,1500.0,3.76,0.0588089767692212,1583596812.5750067,41345.5768697133,10000,10336.394217428326,20000,42
DivergenceMigration2,1500.0,3.83,0.08307916980587458,1632133768.4805803,41854.9485284954,10000,10463.73713212385,20000,42
DivergenceMigration2,1500.0,3.9,0.07437251726633787,1611013637.0440085,41656.89099155137,10000,10414.222747887843,20000,42
DivergenceMigration2,1500.0,3.97,0.09283095952004553,1558674659.9796088,41223.936063115805,10000,10305.984015778951,20000,42
DivergenceMigration2,1500.0,4.03,0.1306345535978292,1611964238.6172922,41667.505423225346,10000,10416.876355806337,20000,42
DivergenceMigration2,1500.0,4.1,0.1385822422194723,1571561549.8082182,41266.331033800234,10000,10316.582758450058,20000,42
DivergenceMigration2,1500.0,4.17,0.1626580168864855,1586544568.3973558,41243.572418158044,10000,10310.893104539511,20000,42
DivergenceMigration2,1500.0,4.24,0.20244434235583708,1583369405.554251,41718.966914568045,10000,10429.741728642011,20000,42
DivergenceMigration2,1500.0,4.31,0.242164618823946,1555341231.1906824,41337.1445660814,10000,10334.28614152035,20000,42
DivergenceMigration2,1500.0,4.38,0.264539692235648,1627098234.3357546,41675.02811921009,10000,10418.757029802522,20000,42
DivergenceMigration2,1500.0,4.45,0.3137694236878661,1610199401.3752606,41541.07814024669,10000,10385.269535061672,20000,42
DivergenceMigration2,1500.0,4.52,0.35393609107065216,1588657944.6075299,41634.68180430874,10000,10408.670451077185,20000,42
DivergenceMigration2,1500.0,4.59,0.3889637943202361,1577406382.2224534,41505.26177584453,10000,10376.315443961132,20000,42
DivergenceMigration2,1500.0,4.66,0.41941573555508305,1644978836.1721694,41925.36044316505,10000,10481.340110791263,20000,42
DivergenceMigration2,1500.0,4.72,0.46603973619778893,1702533727.6736202,41977.64776833307,10000,10494.411942083267,20000,42
DivergenceMigration2,1500.0,4.79,0.5144653864947548,1620403843.742703,41674.67880790048,10000,10418.66970197512,20000,42
DivergenceMigration2,1500.0,4.86,0.5546822702319851,1610790711.0667372,41628.22563794843,10000,10407.056409487108,20000,42
DivergenceMigration2,1500.0,4.93,0.6000935639087182,1577710154.0257545,41318.15861931824,10000,10329.53965482956,20000,42
DivergenceMigration2,1500.0,5.0,0.6541073302172217,1593291929.585546,41445.0134248582,10000,10361.25335621455,20000,42
DivergenceMigration3,0.0,3.0,0.005437723466731068,6225314214.66982,78472.56367009901,10000,19618.140917524754,20000,42
DivergenceMigration3,0.0,3.07,-0.004388146752518935,6868436390.277296,80567.86848688102,10000,20141.967121720256,20000,42
DivergenceMigration3,0.0,3.14,0.00279115084293017,6430165177.938356,79909.99045247199,10000,19977.497613117997,20000,42
DivergenceMigration3,0.0,3.21,0.014156221574673621,6453224502.613063,80584.43873769291,10000,20146.109684423227,20000,42
DivergenceMigration3,0.0,3.28,0.008861580231238501,6391113078.183273,79363.81180737073,10000,19840.952951842683,20000,42
DivergenceMigration3,0.0,3.34,0.011124555430854789,6639433523.830202,80236.76202663498,10000,20059.190506658746,20000,42
DivergenceMigration3,0.0,3.41,0.031418539722870446,6431658739.582173,79477.19372149731,10000,19869.29843037433,20000,42
DivergenceMigration3,0.0,3.48,0.01105996677562878,6388728223.204748,80165.09616334445,10000,20041.274040836113,20000,42
DivergenceMigration3,0.0,3.55,0.025198578860346592,6510335359.430863,79864.97015278201,10000,19966.242538195504,20000,42
DivergenceMigration3,0.0,3.62,0.02522384645773433,6525741392.554845,79722.07967728222,10000,19930.519919320555,20000,42
DivergenceMigration3,0.0,3.69,0.036012935692110316,6250870646.0333185,79804.31725165308,10000,19951.07931291327,20000,42
DivergenceMigration3,0.0,3.76,0.05052459207676463,6528430609.17118,81113.09870853832,10000,20278.27467713458,20000,42
DivergenceMigration3,0.0,3.83,0.05899016579890405,6653753808.297219,80489.08706753945,10000,20122.271766884864,20000,42
DivergenceMigration3,0.0,3.9,0.05241173369463461,6425575112.462613,79988.92935226929,10000,19997.232338067322,20000,42
DivergenceMigration3,0.0,3.97,0.07386213786637189,6328530364.244343,79462.26298690349,10000,19865.56574672587,20000,42
DivergenceMigration3,0.0,4.03,0.07808445839387347,6130410842.895765,78591.88580041248,10000,19647.97145010312,20000,42
DivergenceMigration3,0.0,4.1,0.08594563275129785,6521291785.685153,80168.24695763721,10000,20042.061739409302,20000,42
DivergenceMigration3,0.0,4.17,0.10829402644492131,6599143428.537164,80773.02292822034,10000,20193.255732055084,20000,42
DivergenceMigration3,0.0,4.24,0.1239612286992143,6530050054.253895,80322.6082031805,10000,20080.652050795125,20000,42
DivergenceMigration3,0.0,4.31,0.15431097877873423,6524910871.859886,80326.94158870295,10000,20081.735397175737,20000,42
DivergenceMigration3,0.0,4.38,0.17485871738441533,6356095577.802002,79953.58485718875,10000,19988.396214297187,20000,42
DivergenceMigration3,0.0,4.45,0.1951399291257795,6518795830.180144,80043.72812454375,10000,20010.932031135937,20000,42
DivergenceMigration3,0.0,4.52,0.22727507413944187,6624599777.14436,80487.47154142288,10000,20121.86788535572,20000,42
DivergenceMigration3,0.0,4.59,0.25858689353114295,6388349225.249197,79524.37566210442,10000,19881.093915526104,20000,42
DivergenceMigration3,0.0,4.66,0.29818222923790605,6605485742.436795,80304.5161627242,10000,20076.12904068105,20000,42
DivergenceMigration3,0.0,4.72,0.32372460410245835,6729140553.669913,80485.67974906313,10000,20121.419937265782,20000,42
DivergenceMigration3,0.0,4.79,0.3768993500361445,6418855827.85243,78823.54716739587,10000,19705.886791848967,20000,42
DivergenceMigration3,0.0,4.86,0.3969663561820387,6273056404.898369,79677.55873920924,10000,19919.38968480231,20000,42
DivergenceMigration3,0.0,4.93,0.4408720466849778,6364711300.447417,80113.80342102885,10000,20028.45085525721,20000,42
DivergenceMigration3,0.0,5.0,0.4750666167757594,6522342848.345019,80159.73045135941,10000,20039.932612839853,20000,42
DivergenceMigration3,233.0,3.0,-0.00020753794835180143,6641597175.513092,80198.90400445928,10000,20049.72600111482,20000,42
DivergenceMigration3,233.0,3.07,0.007515933781003312,6314109117.551917,80682.21628375925,10000,20170.554070939812,20000,42
DivergenceMigration3,233.0,3.14,0.01948039066056364,6487638568.926105,79983.37951008804,10000,19995.84487752201,20000,42
DivergenceMigration3,233.0,3.21,0.0006039557849636817,6459770178.298448,80299.95204352752,10000,20074.98801088188,20000,42
DivergenceMigration3,233.0,3.28,0.009461730467452346,6397377584.405657,80476.46294048091,10000,20119.115735120227,20000,42
DivergenceMigration3,233.0,3.34,0.01147750657538575,6476073388.235699,79300.67768528755,10000,19825.169421321887,20000,42
DivergenceMigration3,233.0,3.41,0.020703732554955903,6338107579.934755,80032.07360603116,10000,20008.01840150779,20000,42
DivergenceMigration3,233.0,3.48,0.025235398974476367,6318822785.9380045,79916.06894221477,10000,19979.017235553692,20000,42
DivergenceMigration3,233.0,3.55,0.023996040211145365,6631041914.22869,80949.42222142381,10000,20237.355555355953,20000,42
DivergenceMigration3,233.0,3.62,0.03164887348393444,6430098398.30814,79760.8705752054,10000,19940.21764380135,20000,42
